ep1,econviol,emotvio,physvio,sexvio,sexphys,typevio,physcur,sexcur,emotcur,sexphcur,npsexvio,npsexviocur,npatmpsexvio,npatmpsexcur,nptouching,nptouchingcur,npsexabuse,npsexabusecur,w_religion,earlymarriage,justify,CONTROLLING,CONTROL,CONTROLNUM,anyIPV,diffage,sumdiffage,p_employ,EP3,ageyr5,ageyr10,EM,sQ601a,sQ601b,sQ601c,sQ601d,sQ601e,sQ601f,tQ602a,tQ602b,tQ602c,tQ602d,sQ607a,sQ607b,sQ607c,sQ607d,sQ607e,EP2,FCMAR,edresp,employstatus,SourceIncome,ETHNICITY,Fam_support,mcv1006,mcv1006a,mcv1006b,Q501R,agepartner,edpart,men_alcohol_all,mcv1008,mcv1009,Q513R,Q515R,Q516R,Q702,Q702R,eQ703a,eQ703b,eQ703c,eQ703d,eQ703e,eQ703f,eQ703g,eQ703h,country,weighing,rQ701a,rQ701b,rQ701c,rQ701d,HighIncome,Island,Governance,HDI,LAWDV,Governance1,HDI1,LAWDV1
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,-2,Woman is older,yes,currently married,45-49,45-54,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,no,no,no,47,45-54,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,yes,yes,yes,no,yes,physical only,no,no,yes,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,no,0,none,yes,-5,Woman is older,yes,currently no partner,45-49,45-54,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,formerly partnered,no,secondary,Not working,No income/pension/social services/other,East Indian,no,yes,no,no,44,35-44,no/primary,no,no,no,no,no,no,frequently,frequently,no,no,no,no,no,no,no,no,Trinidad,weights,no,yes,yes,no,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,yes,no,no,no,no violence,no,no,no,no,no,no,no,no,yes,no,yes,no,Not christian,not married/cohabitated,no,no,0,none,yes,4,Partner 4 to 8 years older,yes,"living with man, not married",35-39,35-44,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,higher/tech/vocational,Working,Income from own work,African,yes,no,no,no,42,35-44,higher/tech/vocational,yes,no,no,yes,no,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,yes,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,2,2,yes,7,Partner 4 to 8 years older,no,currently no partner,40-44,35-44,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,higher/tech/vocational,Working,Income from own work,East Indian,yes,no,yes,yes,47,45-54,no/primary,no,no,no,no,no,no,sometimes,sometimes,no,no,yes,no,no,no,no,yes,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,no,yes,2,2,no,8,Partner 4 to 8 years older,no,currently married,40-44,35-44,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Working,Income from own work,East Indian,yes,no,no,no,50,45-54,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,yes,yes,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,yes,no,no,no,no violence,no,no,yes,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,2,2,yes,-15,Woman is older,yes,currently married,40-44,35-44,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Income from own work,East Indian,yes,no,no,no,27,25-34,secondary,no,yes,no,no,no,no,sometimes,sometimes,no,no,no,yes,yes,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,yes,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,not married/cohabitated,yes,yes,1,1,yes,18, Partner at least 9 years older,no,currently no partner,60-64,55-64,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,formerly partnered,not married/cohabitated,no/primary,Working,No income/pension/social services/other,African,yes,yes,no,no,81,65 and +,no/primary,no,yes,no,yes,yes,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,yes,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,yes,yes,2,2,yes,2,Partner at most 3 years older,no,currently married,60-64,55-64,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,currently partnered,no,no/primary,Housework/work as unpaid family member,Support from partner/husband,East Indian,no,yes,no,no,64,55-64,secondary,no,no,no,no,yes,no,rarely/never/NA,rarely/never/NA,no,no,no,yes,yes,no,no,no,Trinidad,weights,no,no,yes,no,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,yes,yes,yes,yes,both,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,no,no,0,none,yes,-17,Woman is older,yes,currently married,45-49,45-54,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,currently partnered,yes,higher/tech/vocational,Working,Equal share self and partner,East Indian,yes,no,no,no,28,25-34,higher/tech/vocational,no,no,no,no,no,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,no,no,0,none,no,5,Partner 4 to 8 years older,yes,currently married,45-49,45-54,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,no,no,no,51,45-54,secondary,no,yes,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,1,1,no,12, Partner at least 9 years older,yes,currently married,35-39,35-44,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Working,Equal share self and partner,East Indian,yes,yes,no,no,47,45-54,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,yes,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,-1,Woman is older,yes,currently married,45-49,45-54,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,currently partnered,no,no/primary,Working,Equal share self and partner,East Indian,yes,no,no,no,46,45-54,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,no,0,none,no,-2,Woman is older,yes,currently married,40-44,35-44,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,no,no,no,38,35-44,secondary,no,no,no,yes,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,yes,no,no,no,no violence,no,no,yes,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,yes,5,Partner 4 to 8 years older,yes,currently married,45-49,45-54,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Equal share self and partner,East Indian,no,yes,yes,yes,51,45-54,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,1,1,no,-17,Woman is older,no,"living with man, not married",15-19,15-24,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Not working,Support from relatives/friends,East Indian,yes,yes,no,no,0,35-44,no/primary,no,no,no,no,no,no,99,rarely/never/NA,no,no,yes,no,no,no,no,no,Trinidad,weights,no,no,no,no,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,yes,yes,1,1,no,-5,Woman is older,yes,currently married,50-54,45-54,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,currently partnered,yes,no/primary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,no,no,no,47,45-54,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,yes,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,yes,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,yes,7,Partner 4 to 8 years older,yes,currently married,25-29,25-34,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Not working,Support from partner/husband,Mixed,yes,no,yes,yes,33,25-34,secondary,no,no,no,no,no,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,0,Partner at most 3 years older,no,currently no partner,45-49,45-54,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,formerly partnered,no,secondary,Not working,No income/pension/social services/other,East Indian,yes,no,no,no,47,45-54,secondary,no,no,no,no,no,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Trinidad,weights,no,no,no,no,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,yes,yes,yes,yes,yes,both,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,yes,yes,2,2,yes,6,Partner 4 to 8 years older,yes,currently no partner,40-44,35-44,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,formerly partnered,yes,no/primary,Housework/work as unpaid family member,No income/pension/social services/other,East Indian,no,yes,yes,no,50,45-54,no/primary,yes,no,no,no,yes,no,sometimes,sometimes,no,no,no,yes,yes,no,no,no,Trinidad,weights,no,no,no,no,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,yes,no,yes,no,Christian,19 or older,no,no,0,none,no,17, Partner at least 9 years older,no,currently married,45-49,45-54,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Working,Equal share self and partner,African,yes,no,no,no,62,55-64,no/primary,yes,no,no,no,no,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,not married/cohabitated,no,no,0,none,no,4,Partner 4 to 8 years older,yes,"living with man, not married",30-34,25-34,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,higher/tech/vocational,Working,Income from own work,African,yes,no,no,no,38,35-44,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,not married/cohabitated,no,no,0,none,no,0,Partner at most 3 years older,yes,"living with man, not married",40-44,35-44,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Working,Income from own work,Mixed,yes,yes,no,no,40,35-44,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,no,0,none,no,-1,Woman is older,yes,"living with man, not married",40-44,35-44,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Working,Income from own work,African,yes,no,no,no,41,35-44,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,not married/cohabitated,no,yes,1,1,no,2,Partner at most 3 years older,yes,"living with man, not married",20-24,15-24,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Not working,No income/pension/social services/other,African,yes,no,no,no,25,25-34,higher/tech/vocational,yes,no,no,yes,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,yes,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,not married/cohabitated,no,no,0,none,no,1,Partner at most 3 years older,yes,currently no partner,20-24,15-24,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,higher/tech/vocational,Working,Income from own work,African,yes,no,no,no,23,15-24,secondary,no,no,no,no,yes,no,frequently,frequently,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,yes,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,no,0,none,yes,1,Partner at most 3 years older,yes,currently married,55-59,55-64,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Out of the labor force,Equal share self and partner,Mixed,yes,no,no,no,58,55-64,higher/tech/vocational,yes,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,no,0,none,no,4,Partner 4 to 8 years older,yes,currently married,45-49,45-54,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Equal share self and partner,Indigenous/other,yes,no,no,no,52,45-54,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,1,1,no,9, Partner at least 9 years older,yes,currently married,35-39,35-44,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,currently partnered,yes,no/primary,Housework/work as unpaid family member,Support from partner/husband,East Indian,no,no,no,no,47,45-54,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,yes,yes,no,no,no,no violence,no,no,yes,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,no,yes,7,3+,yes,4,Partner 4 to 8 years older,no,currently married,60-64,55-64,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,Mixed,no,no,no,no,67,65 and +,higher/tech/vocational,yes,no,no,no,no,no,frequently,frequently,yes,yes,yes,yes,yes,yes,yes,no,Trinidad,weights,no,no,no,no,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,yes,yes,no,yes,physical only,no,no,yes,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,3,3+,yes,-2,Woman is older,no,currently married,60-64,55-64,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,no/primary,Housework/work as unpaid family member,Support from relatives/friends,East Indian,yes,no,no,no,60,55-64,secondary,no,no,no,no,no,no,sometimes,sometimes,no,yes,no,yes,yes,no,no,no,Trinidad,weights,no,no,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,7,Partner 4 to 8 years older,yes,currently married,25-29,25-34,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,no,no,no,35,35-44,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,yes,yes,3,3+,no,3,Partner at most 3 years older,no,currently married,60-64,55-64,yes,no,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,currently partnered,no,no/primary,Working,Support from relatives/friends,East Indian,yes,yes,no,no,64,55-64,no/primary,no,no,no,no,no,no,sometimes,sometimes,no,no,no,yes,yes,no,yes,no,Trinidad,weights,yes,yes,yes,no,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,5,Partner 4 to 8 years older,yes,currently married,20-24,15-24,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Not working,Support from partner/husband,East Indian,yes,yes,no,yes,29,25-34,secondary,no,no,no,no,no,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,yes,no,yes,no,Christian,19 or older,no,no,0,none,no,9, Partner at least 9 years older,no,currently married,50-54,45-54,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,yes,secondary,Working,Equal share self and partner,East Indian,yes,no,no,no,62,55-64,secondary,yes,yes,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,yes,yes,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,no,yes,8,3+,yes,2,Partner at most 3 years older,no,currently married,55-59,55-64,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,currently partnered,no,no/primary,Housework/work as unpaid family member,Support from relatives/friends,East Indian,yes,yes,no,no,59,55-64,no/primary,yes,no,no,yes,no,no,frequently,frequently,yes,yes,yes,yes,yes,yes,yes,yes,Trinidad,weights,no,no,no,no,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,yes,no,no,no,no violence,no,no,yes,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,3,3+,yes,12, Partner at least 9 years older,yes,currently married,35-39,35-44,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Working,Income from own work,East Indian,yes,yes,no,no,47,45-54,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,yes,yes,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,yes,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,yes,3,Partner at most 3 years older,no,currently married,55-59,55-64,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,no,no,no,no,58,55-64,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,yes,no,0,none,yes,5,Partner 4 to 8 years older,no,currently married,55-59,55-64,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,currently partnered,no,no/primary,Housework/work as unpaid family member,Support from relatives/friends,East Indian,yes,yes,no,no,64,55-64,higher/tech/vocational,no,no,no,no,no,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,no,0,none,no,3,Partner at most 3 years older,yes,currently no partner,55-59,55-64,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,formerly partnered,no,secondary,Working,Support from relatives/friends,African,yes,no,no,no,59,55-64,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,no,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,not married/cohabitated,no,yes,2,2,no,-9,Woman is older,no,currently no partner,55-59,55-64,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,no/primary,Housework/work as unpaid family member,Support from relatives/friends,African,yes,no,no,no,47,45-54,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,yes,yes,no,no,no,Trinidad,weights,no,no,no,no,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,1,1,no,3,Partner at most 3 years older,yes,currently married,40-44,35-44,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,Mixed,yes,no,no,no,47,45-54,secondary,no,no,no,no,no,no,sometimes,sometimes,no,no,no,yes,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,yes,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,yes,-8,Woman is older,yes,currently no partner,55-59,55-64,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,no,higher/tech/vocational,Working,Income from own work,Mixed,yes,yes,yes,no,47,45-54,secondary,yes,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,10, Partner at least 9 years older,yes,currently married,55-59,55-64,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,no/primary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,yes,no,no,66,65 and +,secondary,no,no,no,no,no,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,yes,no,0,none,no,-3,Woman is older,no,currently married,60-64,55-64,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,currently partnered,yes,no/primary,Housework/work as unpaid family member,No income/pension/social services/other,East Indian,yes,no,no,no,58,55-64,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,no,0,none,no,2,Partner at most 3 years older,yes,"living with man, not married",25-29,25-34,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,higher/tech/vocational,Working,Income from own work,East Indian,yes,no,no,no,28,25-34,higher/tech/vocational,yes,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,no,no,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,yes,no,yes,no,Not christian,not married/cohabitated,no,no,0,none,no,4,Partner 4 to 8 years older,no,"living with man, not married",20-24,15-24,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,higher/tech/vocational,Not working,No income/pension/social services/other,African,yes,no,no,no,24,15-24,higher/tech/vocational,no,no,no,no,no,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,not married/cohabitated,no,yes,3,3+,no,-1,Woman is older,yes,currently no partner,40-44,35-44,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,higher/tech/vocational,Working,Income from own work,African,yes,no,no,no,39,35-44,secondary,no,no,no,no,no,no,sometimes,sometimes,yes,no,yes,yes,no,no,no,no,Trinidad,weights,yes,yes,yes,yes,yes,yes,.47,.784,8,60 to 69th,69-75th,50th or higher
